Country,State,Route,Active,Latitude,Longitude,Stratum
840,85,901,1,41.2755777,-111.2019889,86
840,85,902,1,41.3279017,-111.3275829,62
840,85,903,1,41.2613107,-111.1787939,86
840,85,904,1,41.8244667,-111.2935569,86
840,85,906,1,41.8017747,-111.5600429,62
840,85,909,1,41.5241614,-111.1629964,86
840,85,910,1,41.6908333,-111.0752778,86
840,89,016,1,47.7305767,-117.9280779,65
840,89,145,1,46.9125327,-119.3681329,89
840,91,002,1,46.5232187,-91.4282439,28
840,91,003,1,46.0670957,-91.8218079,28
840,91,005,1,46.7999037,-90.9468609,28
840,91,006,1,46.1105637,-90.7900389,28
840,91,007,1,46.3414537,-90.1542219,28
840,91,008,0,46.1709797,-89.6003879,28
840,91,009,1,45.0280407,-92.7478269,17
840,91,010,1,45.3718767,-92.6673889,20
840,91,011,1,45.9602047,-92.4981849,20
840,91,012,1,45.5969217,-92.2379749,20
840,91,013,1,45.5385417,-91.8894659,20
840,91,014,1,45.3129597,-91.4793629,20
840,91,015,1,45.8737727,-91.2353139,28
840,91,016,1,45.7114417,-91.1942679,20
840,91,017,1,45.1410957,-90.7920749,20
840,91,018,0,45.0888697,-90.5360189,20
840,91,019,1,45.6572627,-90.1872869,28
840,91,020,1,45.3240447,-90.0875099,20
840,91,021,1,45.2325217,-89.2840419,20
840,91,022,1,45.3150927,-89.6369409,28
840,91,023,1,45.7693237,-89.5094999,28
840,91,024,1,45.9284757,-89.1549899,28
840,91,025,1,45.8427157,-88.8778549,28
840,91,026,1,45.4638297,-88.7750249,28
840,91,027,1,45.3745537,-88.6286329,28
840,91,028,1,45.5054967,-88.0179749,28
840,91,029,1,45.4469757,-87.8743129,28
840,91,030,1,45.3659387,-86.9307629,28
840,91,032,1,44.1920937,-91.7837359,17
840,91,033,1,44.4009957,-91.6793739,17
840,91,034,1,44.0129837,-91.3711239,17
840,91,035,1,44.9295287,-91.1258789,20
840,91,036,1,44.8143967,-90.3574219,20
840,91,037,0,44.4222247,-90.7311179,20
840,91,038,1,44.1973007,-90.3827969,20
840,91,039,1,44.6989087,-90.0650949,20
840,91,040,1,44.4454137,-89.8554319,20
840,91,041,1,44.6134037,-89.4892659,20
840,91,042,1,44.7766037,-89.2453309,20
840,91,043,1,44.2134397,-89.0520699,17
840,91,044,1,44.4254667,-88.9513789,20
840,91,045,1,44.8797447,-88.1726309,20
840,91,046,0,44.0331367,-88.7042539,16
840,91,047,1,44.6191537,-88.7788779,20
840,91,048,1,44.0520617,-87.7016689,16
840,91,049,1,44.5887327,-87.6425339,16
840,91,050,1,43.7898747,-91.0057829,17
840,91,052,1,43.3269947,-90.7422119,17
840,91,053,1,43.8227657,-90.2094039,17
840,91,054,1,43.7857987,-90.3552409,17
840,91,055,1,43.4457507,-89.8669289,17
840,91,056,1,43.5381577,-89.2274789,16
840,91,057,1,43.9129677,-89.1280059,17
840,91,058,1,43.4580257,-89.0411229,16
840,91,059,1,43.6162427,-88.4804309,16
840,91,060,1,43.4565557,-88.7352209,16
840,91,061,1,43.4992847,-88.9008629,16
840,91,062,1,43.6599137,-88.3351209,16
840,91,063,1,43.3759057,-87.8785709,16
840,91,066,1,42.6391427,-89.9655699,17
840,91,068,1,42.9178507,-88.7095809,16
840,91,069,1,42.6113857,-88.0517639,16
840,91,070,1,42.8005177,-87.9862509,16
840,91,108,1,46.1709797,-89.6003879,28
840,91,118,1,45.0884697,-90.5367439,20
840,91,137,1,44.4222277,-90.7309499,20
840,91,146,1,44.0331367,-88.7042530,16
840,91,167,1,43.0002617,-89.6668479,17
840,91,301,1,46.6330277,-91.9549099,28
840,91,302,1,46.3269267,-90.9078369,28
840,91,303,1,46.0476047,-89.2588499,28
840,91,304,1,45.7427327,-92.4933019,20
840,91,305,1,45.8488177,-91.3051159,20
840,91,306,1,45.8427177,-90.6226889,28
840,91,307,1,45.6998027,-89.1251229,28
840,91,308,1,45.6577778,-88.8205556,28
840,91,310,1,44.7379837,-91.7922969,17
840,91,311,1,44.8877797,-90.3147969,20
840,91,312,1,44.0829597,-89.5982599,20
840,91,313,1,44.9221977,-88.9391789,20
840,91,314,1,44.1095107,-87.8918599,16
840,91,316,1,43.0391137,-90.6626669,17
840,91,317,1,43.5621967,-89.5292049,17
840,91,318,1,43.8770447,-88.0415409,16
840,91,319,1,42.9378547,-90.2112029,17
840,91,320,1,42.5113107,-89.1104419,16
840,91,321,0,42.9591777,-88.2590119,16
840,91,322,1,44.3429157,-88.0496139,16
840,91,421,1,42.9592306,-88.2762261,16
840,92,001,1,44.9160067,-110.4156649,64
840,92,002,1,44.4668237,-109.1344079,86
840,92,003,1,44.3749577,-108.1427379,86
840,92,004,1,44.4079997,-107.9889900,86
840,92,005,1,44.7890327,-106.7184519,39
840,92,008,0,43.9952427,-110.6728979,64
840,92,009,1,43.4174237,-109.4431149,86
840,92,010,1,43.2006597,-108.4018859,86
840,92,011,1,43.5968807,-107.4300839,86
840,92,015,1,42.0737597,-110.1608579,86
840,92,016,1,42.4268457,-109.2682039,86
840,92,021,1,42.2056027,-104.9674979,39
840,92,022,1,41.2728697,-110.7646789,86
840,92,025,1,41.0037197,-107.3612059,84
840,92,026,1,41.2001097,-106.6531979,86
840,92,028,1,42.0167727,-104.2862009,36
840,92,030,1,44.8808077,-110.7342539,64
840,92,031,0,44.3166667,-110.6166667,64
840,92,032,1,44.9304357,-109.7260819,64
840,92,033,1,44.8424287,-109.1482929,86
840,92,035,1,44.9692707,-108.6212999,86
840,92,036,1,43.6524547,-110.7110669,64
840,92,037,1,44.8406227,-108.3517149,86
840,92,038,1,44.0919600,-108.7000130,64
840,92,039,1,44.0342197,-107.4513399,86
840,92,040,1,44.9582907,-107.2723989,39
840,92,046,1,44.6571037,-105.3472599,39
840,92,051,1,43.1751987,-111.0315169,64
840,92,052,1,43.5440727,-110.8569409,64
840,92,053,1,43.5337167,-109.6336139,64
840,92,055,1,43.2704237,-109.0314339,86
840,92,056,1,43.0251777,-108.7742309,86
840,92,057,1,43.7078607,-108.7150189,86
840,92,058,1,43.7997187,-108.2157059,86
840,92,060,1,43.2696147,-107.6895359,86
840,92,061,1,43.9788367,-107.9682469,86
840,92,063,1,43.8383240,-106.8388700,39
840,92,064,1,43.6495507,-106.1980599,39
840,92,068,1,43.4078737,-104.2003559,39
840,92,071,1,42.7688427,-110.4963149,64
840,92,072,1,42.4891207,-110.8371659,64
840,92,073,0,42.8832047,-110.0009079,86
840,92,074,1,42.8336867,-109.6728209,86
840,92,075,1,42.6916837,-109.5205689,86
840,92,076,1,42.0970487,-109.4769749,86
840,92,077,1,42.7370707,-108.8392939,64
840,92,079,1,42.3149627,-108.2040709,86
840,92,081,1,42.2318677,-107.6910709,86
840,92,082,1,42.1622097,-107.4353169,86
840,92,086,1,42.4363077,-105.8889389,62
840,92,093,1,41.2656687,-110.2636939,86
840,92,095,0,41.6551307,-109.6586379,86
840,92,103,1,41.1288187,-107.6483229,86
840,92,104,1,41.6851957,-106.3898999,86
840,92,108,1,41.9956527,-105.5510869,86
840,92,109,1,41.1540867,-105.9513469,86
840,92,120,1,42.8372527,-105.8112249,39
840,92,173,1,42.8302007,-110.4214479,86
840,92,195,1,41.7809847,-109.7624669,86
840,92,208,0,43.9867047,-110.6663889,64
840,92,292,1,41.5877197,-110.5805950,86
840,92,308,1,43.9952427,-110.6728970,64
840,92,900,0,44.6666667,-110.6666667,64
840,92,901,1,44.7718717,-110.4577709,64
